Words,All,Tree Hole,Wailing Wall,Unique Tree Hole,Unique Wailing Wall,Both
相遇,1,0,1,0,1,0
身处,1,0,1,0,1,0
神,1,0,1,0,1,0
苦痛,1,0,1,0,1,0
至此,1,0,1,0,1,0
睡意全无,1,1,1,0,0,1
转化,1,1,1,0,0,1
睡醒,1,0,1,0,1,0
那句话,1,1,1,0,0,1
破,1,1,1,0,0,1
硕士研究生,1,0,1,0,1,0
礼貌,1,0,1,0,1,0
那件事,1,0,1,0,1,0
社会关系,1,1,1,0,0,1
至,1,1,1,0,0,1
自我,1,1,1,0,0,1
祈祷,1,0,1,0,1,0
祝福,1,0,1,0,1,0
邀请码,1,0,1,0,1,0
轻盈,1,0,1,0,1,0
自己做,1,0,1,0,1,0
那时候,1,0,1,0,1,0
睡,1,1,1,0,0,1
眼里,1,0,1,0,1,0
看重,1,1,1,0,0,1
看不见,1,1,0,1,0,0
郁结,1,0,1,0,1,0
邪恶,1,0,1,0,1,0
看得到,1,1,1,0,0,1
若,1,0,1,0,1,0
花?,1,0,1,0,1,0
色彩,1,0,1,0,1,0
般,1,0,1,0,1,0
那段,1,0,1,0,1,0
车祸,1,1,1,0,0,1
真实,1,0,1,0,1,0
那边,1,0,1,0,1,0
那类,1,0,1,0,1,0
真正,1,0,1,0,1,0
那种,1,0,1,0,1,0
真的假的,1,0,1,0,1,0
走后,1,0,1,0,1,0
  ,1,0,1,0,1,0
有些,1,1,1,0,0,1
公司,1,1,1,0,0,1
共振,1,0,1,0,1,0
关,1,0,1,0,1,0
关心,1,0,1,0,1,0
其中,1,0,1,0,1,0
其他人,1,0,1,0,1,0
再次,1,0,1,0,1,0
冷热,1,1,1,0,0,1
凭什么,1,0,1,0,1,0
出去,1,1,1,0,0,1
出来,1,0,1,0,1,0
出生,1,0,1,0,1,0
分享,1,0,1,0,1,0
列表,1,0,1,0,1,0
刘星,1,0,1,0,1,0
刚,1,0,1,0,1,0
初,1,0,1,0,1,0
別,1,1,0,1,0,0
别,1,0,1,0,1,0
别担心,1,0,1,0,1,0
到达,1,0,1,0,1,0
刷圈,1,0,1,0,1,0
刺,1,0,1,0,1,0
前世今生,1,0,1,0,1,0
力,1,0,1,0,1,0
加,1,0,1,0,1,0
共情,1,0,1,0,1,0
公主,1,0,1,0,1,0
动动,1,0,1,0,1,0
全部,1,1,1,0,0,1
以待,1,0,1,0,1,0
任何人,1,0,1,0,1,0
会员,1,0,1,0,1,0
但凡,1,0,1,0,1,0
低,1,1,1,0,0,1
余生,1,0,1,0,1,0
作恶,1,0,1,0,1,0
你我,1,0,1,0,1,0
你的错,1,0,1,0,1,0
佩服,1,1,1,0,0,1
侮辱,1,0,1,0,1,0
保护,1,0,1,0,1,0
保持,1,0,1,0,1,0
信息,1,0,1,0,1,0
值,1,0,1,0,1,0
假装,1,1,0,1,0,0
做什么,1,0,1,0,1,0
做出,1,1,1,0,0,1
做好,1,0,1,0,1,0
做错,1,0,1,0,1,0
健康,1,0,1,0,1,0
像风一样,1,0,1,0,1,0
儿,1,0,1,0,1,0
光明,1,0,1,0,1,0
全貌,1,0,1,0,1,0
加强,1,1,1,0,0,1
努力,1,0,1,0,1,0
善,1,0,1,0,1,0
只能,1,0,1,0,1,0
可以说,1,0,1,0,1,0
可怕,1,1,1,0,0,1
可恶,1,0,1,0,1,0
可能会,1,0,1,0,1,0
可谓,1,1,1,0,0,1
吃了,1,1,1,0,0,1
吃饭,1,0,1,0,1,0
同情,1,1,0,1,0,0
同样,1,0,1,0,1,0
同理心,1,0,1,0,1,0
同胞,1,1,0,1,0,0
名誉,1,0,1,0,1,0
吐出来,1,0,1,0,1,0
向,1,0,1,0,1,0
向往,1,0,1,0,1,0
吓吓,1,0,1,0,1,0
听着,1,0,1,0,1,0
听过,1,0,1,0,1,0
告诉,1,0,1,0,1,0
命运,1,1,1,0,0,1
咱们,1,0,1,0,1,0
哪里,1,0,1,0,1,0
唱,1,0,1,0,1,0
唱过,1,0,1,0,1,0
啊啊啊,1,0,1,0,1,0
可不可以,1,0,1,0,1,0
口出恶言,1,0,1,0,1,0
勇气,1,0,1,0,1,0
受到过,1,1,1,0,0,1
包容,1,1,0,1,0,0
包括,1,0,1,0,1,0
北欧,1,0,1,0,1,0
十年,1,1,1,0,0,1
千万,1,1,1,0,0,1
千万不要急,1,0,1,0,1,0
千奇百怪,1,0,1,0,1,0
升,1,0,1,0,1,0
华东师大,1,0,1,0,1,0
卖,1,0,1,0,1,0
南,1,0,1,0,1,0
博文,1,0,1,0,1,0
印象,1,0,1,0,1,0
厕所,1,0,1,0,1,0
原来,1,1,0,1,0,0
原生家庭,1,1,1,0,0,1
去哪儿了,1,0,1,0,1,0
参与者,1,1,1,0,0,1
又有,1,0,1,0,1,0
及,1,0,1,0,1,0
反噬,1,0,1,0,1,0
发现,1,0,1,0,1,0
发酵,1,0,1,0,1,0
受,1,0,1,0,1,0
受到,1,0,1,0,1,0
以及,1,1,1,0,0,1
以前,1,0,1,0,1,0
以为,1,0,1,0,1,0
一朵花,1,0,1,0,1,0
一步步,1,0,1,0,1,0
一段,1,0,1,0,1,0
一段时间,1,1,1,0,0,1
一点,1,0,1,0,1,0
一点点,1,0,1,0,1,0
一群,1,0,1,0,1,0
一遍,1,0,1,0,1,0
丁克,1,1,1,0,0,1
万分,1,0,1,0,1,0
三,1,0,1,0,1,0
三岁,1,0,1,0,1,0
三遍,1,0,1,0,1,0
上学,1,0,1,0,1,0
上次,1,1,1,0,0,1
下一段,1,0,1,0,1,0
下午,1,0,1,0,1,0
下去,1,0,1,0,1,0
下来,1,0,1,0,1,0
下流,1,0,1,0,1,0
下雨,1,1,1,0,0,1
下雨天,1,1,0,1,0,0
不住,1,0,1,0,1,0
不作为,1,1,0,1,0,0
不在,1,0,1,0,1,0
不太,1,1,0,1,0,0
一次,1,0,1,0,1,0
一帮,1,0,1,0,1,0
付出代价,1,0,1,0,1,0
一天,1,0,1,0,1,0
30,1,1,1,0,0,1
4,1,0,1,0,1,0
?,1,0,1,0,1,0
Babe,1,0,1,0,1,0
OMG,1,1,0,1,0,0
by,1,0,1,0,1,0
b站,1,0,1,0,1,0
