Words,All,Tree Hole,Wailing Wall,Unique Tree Hole,Unique Wailing Wall,Both
更冷,1,1,0,1,0,0
更加,1,1,0,1,0,0
?,1,1,1,0,0,1
更坏,1,1,0,1,0,0
?,1,0,1,0,1,0
更好,1,0,1,0,1,0
更好一点,1,1,1,0,0,1
更新,1,1,0,1,0,0
曾,1,0,1,0,1,0
?,1,1,1,0,0,1
?,1,0,1,0,1,0
?,1,0,1,0,1,0
?,1,0,1,0,1,0
?,1,0,1,0,1,0
?,1,1,1,0,0,1
最可爱,1,0,1,0,1,0
最后,1,1,1,0,0,1
最后一天,1,1,1,0,0,1
最大,1,0,1,0,1,0
龙凤胎,1,0,1,0,1,0
最终,1,1,1,0,0,1
黑暗,1,1,1,0,0,1
月色,1,0,1,0,1,0
有些人,1,0,1,0,1,0
黄泉,1,0,1,0,1,0
麻痹,1,1,1,0,0,1
有办法,1,1,1,0,0,1
鹿道森,1,0,1,0,1,0
鸡腿,1,0,1,0,1,0
梦里,1,1,1,0,0,1
检查结果,1,1,0,1,0,0
棉花糖,1,0,1,0,1,0
棉袄,1,0,1,0,1,0
每每,1,0,1,0,1,0
雪,1,1,1,0,0,1
难,1,1,0,1,0,0
比较,1,0,1,0,1,0
比较好,1,1,0,1,0,0
毕竟,1,0,1,0,1,0
氛围,1,1,1,0,0,1
隔着,1,0,1,0,1,0
永恒,1,0,1,0,1,0
隔,1,1,1,0,0,1
江,1,1,0,1,0,0
没了,1,1,0,1,0,0
没什么,1,1,0,1,0,0
没关系,1,0,1,0,1,0
没想到,1,0,1,0,1,0
没意思,1,1,1,0,0,1
陌生的人,1,1,0,1,0,0
陌生人,1,1,1,0,0,1
阿衍,1,0,1,0,1,0
阿弥陀佛,1,1,1,0,0,1
阶段,1,1,0,1,0,0
没用,1,1,0,1,0,0
阴天,1,1,1,0,0,1
没能力,1,0,1,0,1,0
河,1,1,1,0,0,1
治愈,1,1,1,0,0,1
法律,1,1,0,1,0,0
泡泡,1,0,1,0,1,0
波比,1,0,1,0,1,0
零食摊,1,0,1,0,1,0
每晚,1,1,0,1,0,0
灰,1,0,1,0,1,0
此时此刻,1,1,0,1,0,0
横生,1,1,1,0,0,1
樱花,1,0,1,0,1,0
次,1,1,0,1,0,0
面试,1,1,1,0,0,1
次数,1,1,0,1,0,0
欣慰,1,1,0,1,0,0
面红耳赤,1,1,0,1,0,0
面对,1,1,1,0,0,1
歌,1,1,1,0,0,1
面前,1,1,0,1,0,0
正常,1,1,0,1,0,0
正是因为,1,1,1,0,0,1
此,1,0,1,0,1,0
面临,1,1,1,0,0,1
露水,1,0,1,0,1,0
死去,1,1,1,0,0,1
死后,1,1,0,1,0,0
死掉,1,1,0,1,0,0
毅然决然,1,1,0,1,0,0
靠,1,0,1,0,1,0
非要,1,0,1,0,1,0
每一天,1,1,0,1,0,0
非常,1,0,1,0,1,0
静静,1,0,1,0,1,0
青禾,1,0,0,0,0,0
每个,1,1,1,0,0,1
青春,1,0,1,0,1,0
每个月,1,1,0,1,0,0
震撼,1,1,1,0,0,1
生理,1,1,1,0,0,1
炭火,1,1,0,1,0,0
路上,1,0,1,0,1,0
美妙,1,1,1,0,0,1
越来越少,1,0,1,0,1,0
美味,1,0,1,0,1,0
美到爆炸,1,0,1,0,1,0
跌倒,1,0,1,0,1,0
路,1,1,0,1,0,0
罪有应得,1,0,1,0,1,0
第一个,1,1,0,1,0,0
路人,1,0,1,0,1,0
罪恶,1,1,1,0,0,1
罢,1,1,1,0,0,1
缠着,1,0,1,0,1,0
编制,1,1,1,0,0,1
缓过来,1,1,1,0,0,1
羡慕,1,1,1,0,0,1
翻遍,1,0,1,0,1,0
越来越,1,1,0,1,0,0
老去,1,0,1,0,1,0
老鼠屎,1,1,0,1,0,0
超过12小时,1,0,1,0,1,0
考什么,1,1,0,1,0,0
考场,1,0,1,0,1,0
超生,1,0,1,0,1,0
超,1,1,1,0,0,1
起哄,1,1,0,1,0,0
而且,1,0,1,0,1,0
起,1,1,1,0,0,1
而又,1,1,0,1,0,0
而言,1,0,1,0,1,0
耳朵,1,0,1,0,1,0
聊天,1,0,1,0,1,0
路过,1,0,1,0,1,0
缓缓,1,0,1,0,1,0
绳之以法,1,1,0,1,0,0
糟心,1,0,1,0,1,0
辅导员,1,1,0,1,0,0
第几次,1,1,0,1,0,0
等到,1,0,1,0,1,0
暖和,1,1,0,1,0,0
等等,1,0,1,0,1,0
答案,1,1,1,0,0,1
轻松,1,1,0,1,0,0
算,1,1,1,0,0,1
软弱,1,0,1,0,1,0
转入,1,1,1,0,0,1
粉色,1,0,1,0,1,0
精神,1,1,1,0,0,1
精致,1,0,1,0,1,0
糖,1,0,1,0,1,0
素未谋面,1,0,1,0,1,0
继续做,1,0,1,0,1,0
转专业,1,1,1,0,0,1
累了,1,1,0,1,0,0
约,1,0,1,0,1,0
纯真,1,0,1,0,1,0
终将,1,1,1,0,0,1
经历了,1,1,1,0,0,1
身心健康,1,1,0,1,0,0
经过,1,1,0,1,0,0
踩,1,1,1,0,0,1
跳进,1,0,1,0,1,0
跳河,1,1,0,1,0,0
绝不能,1,0,1,0,1,0
跳楼,1,1,1,0,0,1
继续,1,0,1,0,1,0
聊完,1,1,1,0,0,1
肆意,1,0,1,0,1,0
肚子疼,1,1,0,1,0,0
见面,1,1,0,1,0,0
蛮大,1,1,1,0,0,1
血,1,1,0,1,0,0
行业,1,1,1,0,0,1
衣,1,0,1,0,1,0
衣服,1,0,1,0,1,0
衣角,1,0,1,0,1,0
袁隆平,1,0,1,0,1,0
谋面,1,1,0,1,0,0
被子,1,1,1,0,0,1
谋杀,1,1,0,1,0,0
装着,1,1,0,1,0,0
