Words,All,Tree Hole,Wailing Wall,Unique Tree Hole,Unique Wailing Wall,Both
真实,2,0,2,0,2,0
真,2,0,1,0,1,0
看出来,2,1,0,1,0,0
很多人,2,0,2,0,2,0
很多事,2,1,2,0,1,1
很多,2,2,1,1,0,1
很冷,2,2,2,0,0,2
很亮,2,0,2,0,2,0
绽放,2,0,2,0,2,0
所,2,1,1,1,1,0
美丽,2,0,2,0,2,0
愿,2,0,2,0,2,0
找到,2,2,1,1,0,1
选择,2,2,1,1,0,1
枯萎,2,0,2,0,2,0
谢谢,2,0,2,0,2,0
速写,2,0,2,0,2,0
才知道,2,0,2,0,2,0
保研,2,2,0,2,0,0
不满意,2,2,0,2,0,0
做人,2,0,2,0,2,0
该,2,2,1,1,0,1
设计,2,2,2,0,0,2
先,2,2,1,1,0,1
认识,2,0,2,0,2,0
所有,2,0,2,0,2,0
内心,2,0,2,0,2,0
再也,2,0,2,0,2,0
要是,2,1,2,0,1,1
不想,2,2,2,0,0,2
来生,2,0,2,0,2,0
不好,2,0,2,0,2,0
分享,2,1,1,1,1,0
成,2,1,1,1,1,0
刚刚,2,0,2,0,2,0
慢慢,2,1,2,0,1,1
来了,2,1,2,0,1,1
以前,2,0,2,0,2,0
以为,2,1,1,1,1,0
抱,2,1,1,1,1,0
这种,2,0,2,0,2,0
死亡,2,1,1,1,1,0
每,2,0,2,0,2,0
这条,2,1,1,0,0,1
也好,2,2,2,0,0,2
这样,2,2,0,2,0,0
这样的,2,0,2,0,2,0
换,2,0,2,0,2,0
为了,2,1,2,0,1,1
每次,2,0,2,0,2,0
还没有,2,1,2,0,1,1
为,2,0,2,0,2,0
这辈子,2,0,2,0,2,0
代宝,2,1,2,0,1,1
这里,2,0,2,0,2,0
两年,2,1,1,1,1,0
过生日,2,2,1,1,0,1
亲爱的,2,0,2,0,2,0
过年,2,0,2,0,2,0
不认识,2,0,2,0,2,0
边,2,2,2,0,0,2
永不,2,0,2,0,2,0
不见了,2,0,1,0,1,0
不行,2,0,2,0,2,0
抱歉,2,0,2,0,2,0
刺,2,0,2,0,2,0
兴趣,2,2,1,1,0,1
酒,2,1,2,0,1,1
十一月,2,1,2,0,1,1
博主,2,0,0,0,0,0
而,2,1,1,1,1,0
重要,2,1,1,1,1,0
温暖,2,1,2,0,1,1
想起,2,1,1,1,1,0
能做,2,1,1,1,1,0
胖,2,2,0,2,0,0
原来,2,1,1,1,1,0
肝,2,2,2,0,0,2
另一边,2,0,2,0,2,0
下去,2,0,2,0,2,0
另一个,2,0,2,0,2,0
另,2,1,1,1,1,0
变成,2,0,2,0,2,0
变好,2,2,1,1,0,1
考上,2,2,2,0,0,2
厉害,2,1,1,1,1,0
发生,2,0,2,0,2,0
不久,2,0,2,0,2,0
勇敢,2,2,2,0,0,2
#,2,0,2,0,2,0
日子,2,0,2,0,2,0
这几天,2,0,2,0,2,0
吃饭,2,2,2,0,0,2
加油,2,1,0,1,0,0
湿冷,2,0,2,0,2,0
未来,2,1,1,1,1,0
满意,1,1,0,1,0,0
满,1,0,1,0,1,0
烟,1,0,1,0,1,0
猪,1,1,1,0,0,1
江苏,1,1,1,0,0,1
梦到,1,0,1,0,1,0
每个人,1,1,0,1,0,0
游戏,1,0,1,0,1,0
某一天,1,0,1,0,1,0
毕竟,1,1,1,0,0,1
烦,1,1,0,1,0,0
比,1,1,0,1,0,0
正常,1,1,0,1,0,0
正式,1,1,1,0,0,1
最爱,1,1,1,0,0,1
点赞,1,0,1,0,1,0
正确,1,1,1,0,0,1
有空,1,0,1,0,1,0
机会,1,1,0,1,0,0
最美,1,0,1,0,1,0
本,1,0,1,0,1,0
每天,1,0,1,0,1,0
每年,1,0,1,0,1,0
期末考试,1,1,0,1,0,0
每当,1,0,1,0,1,0
比较,1,1,0,1,0,0
满月,1,0,1,0,1,0
消灭,1,0,1,0,1,0
最近几个月,1,1,0,1,0,0
熬夜,1,1,1,0,0,1
清清楚楚,1,0,1,0,1,0
特长,1,0,1,0,1,0
期限,1,1,0,1,0,0
深深,1,0,1,0,1,0
现场,1,0,1,0,1,0
消耗,1,1,1,0,0,1
活该,1,1,0,1,0,0
浓厚,1,0,1,0,1,0
海里,1,0,1,0,1,0
来看你了,1,0,1,0,1,0
消磨,1,1,1,0,0,1
特别多,1,0,1,0,1,0
来来来,1,0,0,0,0,0
杀人,1,0,0,0,0,0
消失,1,0,0,0,0,0
来啦,1,1,1,0,0,1
牙齿,1,0,1,0,1,0
