Words,All,Tree Hole,Wailing Wall,Unique Tree Hole,Unique Wailing Wall,Both,Difference
今天,20,6,16,4,14,2,55.55555555555556
出,4,1,3,1,3,0,50.0
大连,4,1,3,1,3,0,50.0
吃饭,4,1,3,1,3,0,50.0
完成,4,3,1,3,1,0,50.0
非常,4,3,1,3,1,0,50.0
关注,4,3,1,3,1,0,50.0
陪,4,1,3,1,3,0,50.0
家长,4,1,3,1,3,0,50.0
每天,6,5,3,3,1,2,50.0
当时,4,3,1,3,1,0,50.0
不能,5,2,4,1,3,1,50.0
同样,4,1,3,1,3,0,50.0
小猫,4,1,3,1,3,0,50.0
差不多,4,1,3,1,3,0,50.0
一切,6,3,5,1,3,2,50.0
求求,4,1,3,1,3,0,50.0
问题,6,3,1,3,1,0,50.0
很好,5,2,4,1,3,1,50.0
昨天,5,2,4,1,3,1,50.0
花,4,1,3,1,3,0,50.0
不了,4,3,1,3,1,0,50.0
只有,5,2,4,1,3,1,50.0
教育,5,4,2,3,1,1,50.0
很想,4,3,1,3,1,0,50.0
所以,5,4,2,3,1,1,50.0
明明,4,1,3,1,3,0,50.0
为什么,5,2,4,1,3,1,50.0
世界,14,5,11,3,9,2,50.0
但是,21,9,17,4,12,5,50.0
完全,5,4,2,3,1,1,50.0
想不开,4,1,3,1,3,0,50.0
路过,5,2,4,1,3,1,50.0
发现,6,3,5,1,3,2,50.0
喜欢,6,3,5,1,3,2,50.0
自由,4,1,3,1,3,0,50.0
改变,4,3,1,3,1,0,50.0
论文,12,9,3,9,3,0,50.0
很多人,5,1,3,1,3,0,50.0
重点,4,3,1,3,1,0,50.0
买,4,1,3,1,3,0,50.0
后来,5,2,4,1,3,1,50.0
也曾,5,2,4,1,3,1,50.0
昨晚,4,1,3,1,3,0,50.0
读完,5,2,4,1,3,1,50.0
任何,4,1,3,1,3,0,50.0
不值得,4,1,3,1,3,0,50.0
“,13,4,10,3,9,1,50.0
”,13,4,10,3,9,1,50.0
感到,4,3,1,3,1,0,50.0
一个,34,10,25,8,23,2,48.38709677419355
就好,15,11,4,11,4,0,46.666666666666664
事情,13,10,5,8,3,2,45.45454545454545
点,14,3,8,3,8,0,45.45454545454545
知道,17,7,12,3,8,4,45.45454545454545
为,16,7,12,3,8,4,45.45454545454545
评论,19,13,5,13,5,0,44.44444444444444
学,7,5,2,5,2,0,42.857142857142854
的人,7,2,5,2,5,0,42.857142857142854
实验室,7,2,5,2,5,0,42.857142857142854
用,9,3,6,2,5,1,42.857142857142854
可是,7,5,2,5,2,0,42.857142857142854
变成,8,2,5,2,5,0,42.857142857142854
理解,11,9,6,5,2,4,42.857142857142854
幸福,8,3,6,2,5,1,42.857142857142854
以后,8,2,5,2,5,0,42.857142857142854
想要,8,3,6,2,5,1,42.857142857142854
一样,7,2,5,2,5,0,42.857142857142854
考研,10,5,8,2,5,3,42.857142857142854
虽然,11,4,8,3,7,1,40.0
你们,12,4,8,3,7,1,40.0
我们,68,27,50,18,41,9,38.983050847457626
走,16,6,11,4,9,2,38.46153846153847
再,14,5,10,4,9,1,38.46153846153847
多,18,7,13,5,11,2,37.5
找到,5,3,2,2,1,1,33.33333333333333
放弃,5,3,4,1,2,2,33.33333333333333
不过,4,2,3,1,2,1,33.33333333333333
或者,5,1,2,1,2,0,33.33333333333333
成功,5,3,4,1,2,2,33.33333333333333
晚上,4,3,2,2,1,1,33.33333333333333
发,6,2,4,2,4,0,33.33333333333333
周围,6,2,4,2,4,0,33.33333333333333
简单,3,2,1,2,1,0,33.33333333333333
错误,3,2,1,2,1,0,33.33333333333333
告别,3,1,2,1,2,0,33.33333333333333
喂,3,1,2,1,2,0,33.33333333333333
疼,3,1,2,1,2,0,33.33333333333333
意义,5,3,2,2,1,1,33.33333333333333
认真,6,4,2,4,2,0,33.33333333333333
想说,4,2,1,2,1,0,33.33333333333333
陌生人,3,1,2,1,2,0,33.33333333333333
应该,6,4,2,4,2,0,33.33333333333333
路,4,2,3,1,2,1,33.33333333333333
肯定,6,2,4,2,4,0,33.33333333333333
女生,4,3,2,2,1,1,33.33333333333333
与,5,4,3,2,1,2,33.33333333333333
咱,4,3,2,2,1,1,33.33333333333333
祖国,6,2,4,2,4,0,33.33333333333333
地方,5,4,3,2,1,2,33.33333333333333
数据,6,2,4,2,4,0,33.33333333333333
中,6,2,4,2,4,0,33.33333333333333
晒太阳,6,2,4,2,4,0,33.33333333333333
更多,4,3,2,2,1,1,33.33333333333333
家里,4,2,3,1,2,1,33.33333333333333
替,4,3,2,2,1,1,33.33333333333333
研究,6,4,2,4,2,0,33.33333333333333
之后,5,2,3,1,2,1,33.33333333333333
呗,3,2,1,2,1,0,33.33333333333333
不敢相信,3,1,2,1,2,0,33.33333333333333
仿佛,3,1,2,1,2,0,33.33333333333333
允许,3,1,2,1,2,0,33.33333333333333
也有,3,1,2,1,2,0,33.33333333333333
好想,3,1,2,1,2,0,33.33333333333333
熬,3,2,1,2,1,0,33.33333333333333
想到,3,1,2,1,2,0,33.33333333333333
学术,3,1,2,1,2,0,33.33333333333333
逃避,3,2,1,2,1,0,33.33333333333333
有些,3,2,1,2,1,0,33.33333333333333
宁愿,3,1,2,1,2,0,33.33333333333333
好好的,3,2,1,2,1,0,33.33333333333333
惋惜,3,1,2,1,2,0,33.33333333333333
那个,3,2,1,2,1,0,33.33333333333333
经历了,3,2,1,2,1,0,33.33333333333333
备考,3,1,2,1,2,0,33.33333333333333
下来,3,2,1,2,1,0,33.33333333333333
以为,3,2,1,2,1,0,33.33333333333333
大部分,3,1,2,1,2,0,33.33333333333333
做出,3,1,2,1,2,0,33.33333333333333
希望,62,25,42,17,34,8,33.33333333333333
毕业,35,23,12,22,11,1,33.33333333333333
得,19,7,13,6,12,1,33.33333333333333
他们,15,5,9,4,8,1,33.33333333333333
不要,12,4,8,4,8,0,33.33333333333333
一下,12,4,8,4,8,0,33.33333333333333
那么,11,5,8,3,6,2,33.33333333333333
比,10,4,7,3,6,1,33.33333333333333
工作,10,7,5,4,2,3,33.33333333333333
这里,9,3,6,3,6,0,33.33333333333333
生命,9,6,3,6,3,0,33.33333333333333
一定要,9,3,6,3,6,0,33.33333333333333
哥哥,3,1,2,1,2,0,33.33333333333333
倾诉,3,1,2,1,2,0,33.33333333333333
不同,3,2,1,2,1,0,33.33333333333333
珍惜,3,2,1,2,1,0,33.33333333333333
没能,3,1,2,1,2,0,33.33333333333333
没什么,7,3,5,2,4,1,33.33333333333333
刚,3,2,1,2,1,0,33.33333333333333
挺好,3,2,1,2,1,0,33.33333333333333
穿,3,1,2,1,2,0,33.33333333333333
救,3,1,2,1,2,0,33.33333333333333
硕士,3,2,1,2,1,0,33.33333333333333
决定,3,1,2,1,2,0,33.33333333333333
长大,3,2,1,2,1,0,33.33333333333333
高兴,3,1,2,1,2,0,33.33333333333333
靠,3,2,1,2,1,0,33.33333333333333
刷到,3,1,2,1,2,0,33.33333333333333
恨,3,1,2,1,2,0,33.33333333333333
喝,3,1,2,1,2,0,33.33333333333333
骄傲,3,2,1,2,1,0,33.33333333333333
后,3,1,2,1,2,0,33.33333333333333
期待,3,2,1,2,1,0,33.33333333333333
裤子,3,1,2,1,2,0,33.33333333333333
研三,3,2,1,2,1,0,33.33333333333333
只要,3,2,1,2,1,0,33.33333333333333
死,3,2,1,2,1,0,33.33333333333333
者,3,1,2,1,2,0,33.33333333333333
每次,3,2,1,2,1,0,33.33333333333333
年纪,3,1,2,1,2,0,33.33333333333333
死了,3,1,2,1,2,0,33.33333333333333
无论,3,1,2,1,2,0,33.33333333333333
有趣,3,1,2,1,2,0,33.33333333333333
越来越,3,2,1,2,1,0,33.33333333333333
责任,3,2,1,2,1,0,33.33333333333333
而是,3,2,1,2,1,0,33.33333333333333
手机,3,1,2,1,2,0,33.33333333333333
寄,3,2,1,2,1,0,33.33333333333333
总,3,2,1,2,1,0,33.33333333333333
聊天,3,2,1,2,1,0,33.33333333333333
老师,16,11,7,9,5,2,28.57142857142857
把,21,13,9,9,5,4,28.57142857142857
觉得,14,8,5,7,4,1,27.27272727272727
记得,11,4,7,4,7,0,27.27272727272727
地,11,4,7,4,7,0,27.27272727272727
时候,39,16,25,13,22,3,25.71428571428571
人,55,21,34,19,32,2,25.49019607843137
实验,10,5,7,3,5,2,25.0
好好,8,3,5,3,5,0,25.0
上,18,8,12,6,10,2,25.0
所有,10,3,5,3,5,0,25.0
还在,18,8,12,6,10,2,25.0
找,10,5,7,3,5,2,25.0
科研,12,6,4,5,3,1,25.0
成为,13,5,8,5,8,0,23.076923076923077
因为,14,6,9,5,8,1,23.076923076923077
这个,17,11,8,8,5,3,23.076923076923077
她,18,11,7,11,7,0,22.22222222222222
他,41,19,26,13,20,6,21.21212121212121
完,5,2,3,2,3,0,20.0
面对,5,3,2,3,2,0,20.0
打,5,3,2,3,2,0,20.0
孩子,21,13,9,12,8,1,20.0
大连理工,6,4,3,3,2,1,20.0
现在,34,22,16,18,12,4,20.0
啥,6,3,4,2,3,1,20.0
考上,11,7,5,6,4,1,20.0
最近,6,4,3,3,2,1,20.0
看完,6,3,4,2,3,1,20.0
公务员,5,3,2,3,2,0,20.0
终于,5,2,3,2,3,0,20.0
然后,5,2,3,2,3,0,20.0
有时候,5,2,3,2,3,0,20.0
难受,5,3,2,3,2,0,20.0
里,17,11,8,9,6,2,20.0
今年,6,3,4,2,3,1,20.0
社会,6,3,2,3,2,0,20.0
任何人,5,3,2,3,2,0,20.0
感同身受,11,5,7,4,6,1,20.0
重要,5,3,2,3,2,0,20.0
还能,5,3,2,3,2,0,20.0
什么,16,7,10,6,9,1,20.0
这么,16,7,10,6,9,1,20.0
这样,6,4,3,3,2,1,20.0
退学,6,4,3,3,2,1,20.0
研究生,31,18,13,16,11,2,18.51851851851852
已经,25,11,15,9,13,2,18.181818181818183
一点,17,10,7,10,7,0,17.647058823529413
很多,17,7,10,7,10,0,17.647058823529413
我,334,160,210,123,173,37,16.89189189189189
绝望,13,5,7,5,7,0,16.666666666666664
快乐,27,12,16,10,14,2,16.666666666666664
学校,13,6,8,5,7,1,16.666666666666664
不是,14,7,9,5,7,2,16.666666666666664
想,26,11,15,10,14,1,16.666666666666664
真的,49,24,31,18,25,6,16.27906976744186
国家,7,3,4,3,4,0,14.285714285714285
父母,7,3,4,3,4,0,14.285714285714285
楼,7,3,4,3,4,0,14.285714285714285
也许,7,3,4,3,4,0,14.285714285714285
博士,7,4,3,4,3,0,14.285714285714285
眼泪,8,4,5,3,4,1,14.285714285714285
不会,10,5,6,3,4,2,14.285714285714285
朋友,22,9,12,9,12,0,14.285714285714285
其实,10,5,4,4,3,1,14.285714285714285
读,9,4,5,3,4,1,14.285714285714285
大,7,4,3,4,3,0,14.285714285714285
痛苦,8,4,5,3,4,1,14.285714285714285
好,28,14,17,10,13,4,13.043478260869565
没有,29,14,17,10,13,4,13.043478260869565
就是,20,11,13,7,9,4,12.5
一,10,5,6,4,5,1,11.11111111111111
延毕,12,7,8,4,5,3,11.11111111111111
压力,18,8,10,8,10,0,11.11111111111111
连,9,4,5,4,5,0,11.11111111111111
更,9,5,4,5,4,0,11.11111111111111
别人,10,4,5,4,5,0,11.11111111111111
说,42,20,24,16,20,4,11.11111111111111
而,9,5,4,5,4,0,11.11111111111111
人生,13,7,6,6,5,1,9.090909090909092
努力,11,6,5,6,5,0,9.090909090909092
不知道,16,10,11,5,6,5,9.090909090909092
都是,16,7,8,6,7,1,7.6923076923076925
生活,18,10,9,8,7,2,6.666666666666667
当,16,7,8,7,8,0,6.666666666666667
考,21,12,13,7,8,5,6.666666666666667
还是,18,10,9,9,8,1,5.88235294117647
难过,21,12,11,10,9,2,5.263157894736842
一直,25,15,14,11,10,4,4.761904761904762
慢慢,2,1,1,1,1,0,0.0
感受,2,1,1,1,1,0,0.0
熬出来,2,1,1,1,1,0,0.0
熬过,2,1,1,1,1,0,0.0
不管,2,1,1,1,1,0,0.0
需要,6,2,2,2,2,0,0.0
有一天,2,1,1,1,1,0,0.0
有用,2,1,1,1,1,0,0.0
最后,12,7,7,5,5,2,0.0
世上,2,1,1,1,1,0,0.0
没关系,2,1,1,1,1,0,0.0
春天,2,1,1,1,1,0,0.0
朝,2,1,1,1,1,0,0.0
可能,12,7,7,5,5,2,0.0
最,12,6,6,5,5,1,0.0
本科,2,1,1,1,1,0,0.0
告诉,12,7,7,5,5,2,0.0
本科生,2,1,1,1,1,0,0.0
来看,2,1,1,1,1,0,0.0
止不住,2,1,1,1,1,0,0.0
不敢,2,1,1,1,1,0,0.0
是否,2,1,1,1,1,0,0.0
普通人,2,1,1,1,1,0,0.0
最后一句,2,1,1,1,1,0,0.0
最坏,2,1,1,1,1,0,0.0
睡觉,2,1,1,1,1,0,0.0
环境,2,1,1,1,1,0,0.0
硕博,2,1,1,1,1,0,0.0
内,2,1,1,1,1,0,0.0
(,2,1,1,1,1,0,0.0
顺便,2,1,1,1,1,0,0.0
停,2,1,1,1,1,0,0.0
这位,2,1,1,1,1,0,0.0
运气,2,1,1,1,1,0,0.0
及时,2,1,1,1,1,0,0.0
错,2,1,1,1,1,0,0.0
取名,2,1,1,1,1,0,0.0
2020年,2,1,1,1,1,0,0.0
遇上,2,1,1,1,1,0,0.0
医生,2,1,1,1,1,0,0.0
变好,2,1,1,1,1,0,0.0
受欺负,2,1,1,1,1,0,0.0
这类,2,1,1,1,1,0,0.0
体会到,2,1,1,1,1,0,0.0
体会,2,1,1,1,1,0,0.0
自己,76,45,45,30,30,15,0.0
命,2,1,1,1,1,0,0.0
大家,21,11,11,10,10,1,0.0
祈祷,2,1,1,1,1,0,0.0
哎,2,1,1,1,1,0,0.0
乐观,2,1,1,1,1,0,0.0
快要,2,1,1,1,1,0,0.0
念,2,1,1,1,1,0,0.0
研,2,1,1,1,1,0,0.0
懒洋洋,2,1,1,1,1,0,0.0
拿着,2,1,1,1,1,0,0.0
收到,2,1,1,1,1,0,0.0
掉,2,1,1,1,1,0,0.0
掉下,2,1,1,1,1,0,0.0
现状,2,1,1,1,1,0,0.0
男孩,2,1,1,1,1,0,0.0
下次,2,1,1,1,1,0,0.0
才会,2,1,1,1,1,0,0.0
下面,2,1,1,1,1,0,0.0
同时,2,1,1,1,1,0,0.0
同,2,1,1,1,1,0,0.0
隔壁,2,1,1,1,1,0,0.0
也是,12,6,6,6,6,0,0.0
姐姐,2,1,1,1,1,0,0.0
撑,2,1,1,1,1,0,0.0
偷偷,3,2,2,1,1,1,0.0
作为,4,2,2,2,2,0,0.0
阳光,4,2,2,2,2,0,0.0
电话,4,3,3,1,1,2,0.0
一天,4,2,2,2,2,0,0.0
也不是,4,2,2,2,2,0,0.0
心里,4,2,2,2,2,0,0.0
所有人,4,3,3,1,1,2,0.0
明天,4,2,2,2,2,0,0.0
且,4,2,2,2,2,0,0.0
中国,4,2,2,1,1,1,0.0
算,3,1,1,1,1,0,0.0
长久,3,2,2,1,1,1,0.0
自杀,7,3,3,2,2,1,0.0
无,3,1,1,1,1,0,0.0
只能,3,2,2,1,1,1,0.0
那么多,3,1,1,1,1,0,0.0
太难,3,2,2,1,1,1,0.0
未来,3,2,2,1,1,1,0.0
存在,3,2,2,1,1,1,0.0
这种,6,3,3,3,3,0,0.0
加油,4,2,2,2,2,0,0.0
像,4,2,2,2,2,0,0.0
全部,2,1,1,1,1,0,0.0
回家,6,3,3,3,3,0,0.0
路上,5,3,3,2,2,1,0.0
谁,5,3,3,2,2,1,0.0
妈妈,5,3,3,2,2,1,0.0
也不,5,3,3,2,2,1,0.0
心理,5,3,3,2,2,1,0.0
还要,5,3,3,2,2,1,0.0
一个人,6,4,4,2,2,2,0.0
生,5,3,3,2,2,1,0.0
活下去,4,2,2,2,2,0,0.0
爱,4,2,2,2,2,0,0.0
以,4,2,2,2,2,0,0.0
逼,4,2,2,1,1,1,0.0
女,4,2,2,2,2,0,0.0
这些,4,2,2,2,2,0,0.0
消息,4,3,3,1,1,2,0.0
过去,4,2,2,2,2,0,0.0
活,4,3,3,1,1,2,0.0
想着,3,1,1,1,1,0,0.0
下,3,1,1,1,1,0,0.0
烦恼,2,1,1,1,1,0,0.0
一生,3,2,2,1,1,1,0.0
能看到,2,1,1,1,1,0,0.0
外面,2,1,1,1,1,0,0.0
说过,2,1,1,1,1,0,0.0
说出,2,1,1,1,1,0,0.0
说不上来,2,1,1,1,1,0,0.0
天桥,2,1,1,1,1,0,0.0
一切都好,2,1,1,1,1,0,0.0
real,2,1,1,1,1,0,0.0
在这里,2,1,1,1,1,0,0.0
苦苦,2,1,1,1,1,0,0.0
学会,2,1,1,1,1,0,0.0
人们,2,1,1,1,1,0,0.0
只是,6,4,4,2,2,2,0.0
西山,2,1,1,1,1,0,0.0
舒舒服服,2,1,1,1,1,0,0.0
丑,2,1,1,1,1,0,0.0
时代,2,1,1,1,1,0,0.0
流浪猫,2,1,1,1,1,0,0.0
摸摸,2,1,1,1,1,0,0.0
些,2,1,1,1,1,0,0.0
了不起,2,1,1,1,1,0,0.0
庆幸,2,1,1,1,1,0,0.0
罪,2,1,1,1,1,0,0.0
请,8,3,3,3,3,0,0.0
帖子,2,1,1,1,1,0,0.0
家人,2,1,1,1,1,0,0.0
享受,2,1,1,1,1,0,0.0
容易,2,1,1,1,1,0,0.0
背后,2,1,1,1,1,0,0.0
就要,2,1,1,1,1,0,0.0
将,2,1,1,1,1,0,0.0
考虑,2,1,1,1,1,0,0.0
精神,2,1,1,1,1,0,0.0
群,2,1,1,1,1,0,0.0
专业,8,5,5,3,3,2,0.0
一点点,2,1,1,1,1,0,0.0
笑,2,1,1,1,1,0,0.0
窒息,2,1,1,1,1,0,0.0
究生,2,1,1,1,1,0,0.0
很累,2,1,1,1,1,0,0.0
开朗,2,1,1,1,1,0,0.0
 ,0,0,0,6,6,4,0.0
平庸,5,5,5,0,0,5,
图片评论,3,0,0,0,0,0,
描述,3,1,1,0,0,1,
教,3,3,3,0,0,3,
面临,3,2,2,0,0,2,
对着,3,2,2,0,0,2,
事儿,2,2,2,0,0,2,
积,2,0,0,0,0,0,
并不,2,0,0,0,0,0,
并且,2,1,1,0,0,1,
建立,2,0,0,0,0,0,
坎儿,2,2,2,0,0,2,
失败,2,2,2,0,0,2,
时,2,1,1,0,0,1,
接受,2,2,2,0,0,2,
各位,2,0,0,0,0,0,
反正,2,2,2,0,0,2,
卓越,2,2,2,0,0,2,
闲暇时间,1,0,0,0,0,0,
症,1,1,1,0,0,1,
闹铃,1,1,1,0,0,1,
玩物丧志,1,1,1,0,0,1,
疯狂,1,1,1,0,0,1,
白大褂,1,1,1,0,0,1,
珍重,1,1,1,0,0,1,
长大后,1,1,1,0,0,1,
概率,1,1,1,0,0,1,
正常,1,0,0,0,0,0,
闭嘴,1,0,0,0,0,0,
1次,1,0,0,0,0,0,
歌,1,1,1,0,0,1,
不停,1,1,1,0,0,1,
阶级,1,0,0,0,0,0,
由衷,1,1,1,0,0,1,
矫情,1,0,0,0,0,0,
知觉,1,1,1,0,0,1,
矛盾,1,0,0,0,0,0,
瞅着,1,1,1,0,0,1,
眼睁睁,1,1,1,0,0,1,
短信,1,1,1,0,0,1,
重郁症,1,1,1,0,0,1,
破,1,1,1,0,0,1,
三战,1,1,1,0,0,1,
鼻子一酸,1,1,1,0,0,1,
真的不知道,1,1,1,0,0,1,
相似,1,1,1,0,0,1,
猫舍,1,1,1,0,0,1,
真好,1,1,1,0,0,1,
上层,1,0,0,0,0,0,
看客,1,0,0,0,0,0,
看哭,1,1,1,0,0,1,
治疗,1,1,1,0,0,1,
面试,1,1,1,0,0,1,
每个,1,0,0,0,0,0,
韧性,1,0,0,0,0,0,
风凉话,1,0,0,0,0,0,
不得不,1,0,0,0,0,0,
马哲,1,0,0,0,0,0,
没了,1,1,1,0,0,1,
沟通,1,0,0,0,0,0,
毫不留情,1,1,1,0,0,1,
不忍心,1,1,1,0,0,1,
骆驼,1,1,1,0,0,1,
没有错,1,1,1,0,0,1,
毕竟,1,1,1,0,0,1,
面对现实,1,0,0,0,0,0,
不只,1,1,1,0,0,1,
难道,1,1,1,0,0,1,
不凡,1,1,1,0,0,1,
特别难,1,1,1,0,0,1,
鬼,1,0,0,0,0,0,
碰到,1,1,1,0,0,1,
面具,1,1,1,0,0,1,
10分,1,1,1,0,0,1,
焦头烂额,1,1,1,0,0,1,
面,1,0,0,0,0,0,
一句我,1,1,1,0,0,1,
这些事,1,1,1,0,0,1,
一份,1,0,0,0,0,0,
试问,1,0,0,0,0,0,
证据,1,0,0,0,0,0,
这一条,1,1,1,0,0,1,
许,1,1,1,0,0,1,
讲真的,1,1,1,0,0,1,
一切顺利,1,1,1,0,0,1,
b,1,1,1,0,0,1,
语料,1,1,1,0,0,1,
荒郊野外,1,1,1,0,0,1,
艰难险阻,1,1,1,0,0,1,
获得,1,0,0,0,0,0,
菜鸟,1,0,0,0,0,0,
\,1,0,0,0,0,0,
蓝牙,1,1,1,0,0,1,
这一句,1,1,1,0,0,1,
跑到,1,1,1,0,0,1,
tm,1,1,1,0,0,1,
起,1,1,1,0,0,1,
跑去,1,0,0,0,0,0,
轮到,1,1,1,0,0,1,
followup,1,0,0,0,0,0,
舒适,1,1,1,0,0,1,
遭罪,1,1,1,0,0,1,
遵医嘱,1,1,1,0,0,1,
第二名,1,1,1,0,0,1,
第一个,1,1,1,0,0,1,
简历,1,1,1,0,0,1,
笔试,1,1,1,0,0,1,
系统,1,1,1,0,0,1,
糟,1,1,1,0,0,1,
精神病,1,1,1,0,0,1,
精神卫生学,1,1,1,0,0,1,
第n,1,0,0,0,0,0,
离家出走,1,1,1,0,0,1,
5年前,1,1,1,0,0,1,
称作,1,1,1,0,0,1,
笑容,1,0,0,0,0,0,
那时,1,1,1,0,0,1,
突然想起,1,1,1,0,0,1,
穿着,1,1,1,0,0,1,
7年间,1,1,1,0,0,1,
稻草,1,1,1,0,0,1,
职场,1,0,0,0,0,0,
连着,1,1,1,0,0,1,
自我怀疑,1,1,1,0,0,1,
一根,1,1,1,0,0,1,
综合,1,1,1,0,0,1,
维持,1,1,1,0,0,1,
一窝蜂,1,0,0,0,0,0,
选题,1,1,1,0,0,1,
老板,1,0,0,0,0,0,
羡慕,1,1,1,0,0,1,
适合,1,0,0,0,0,0,
某些,1,0,0,0,0,0,
复发,1,1,1,0,0,1,
处处,1,1,1,0,0,1,
处境,1,1,1,0,0,1,
处,1,1,1,0,0,1,
填完,1,1,1,0,0,1,
会议,1,0,0,0,0,0,
会话,1,0,0,0,0,0,
大展拳脚,1,1,1,0,0,1,
嘴德,1,0,0,0,0,0,
体检,1,1,1,0,0,1,
伴侣,1,1,1,0,0,1,
图书馆,1,1,1,0,0,1,
什么东西,1,0,0,0,0,0,
学硕,1,0,0,0,0,0,
什么样,1,1,1,0,0,1,
孤独,1,1,1,0,0,1,
产生,1,1,1,0,0,1,
害怕,1,1,1,0,0,1,
定了,1,1,1,0,0,1,
奢望,1,1,1,0,0,1,
以来,1,1,1,0,0,1,
妈,1,1,1,0,0,1,
妄,1,0,0,0,0,0,
如今,1,1,1,0,0,1,
好过,1,0,0,0,0,0,
好转,1,1,1,0,0,1,
好起来,1,1,1,0,0,1,
他杀,1,0,0,0,0,0,
好久,1,1,1,0,0,1,
前男友,1,1,1,0,0,1,
前方,1,1,1,0,0,1,
分清,1,0,0,0,0,0,
分析,1,1,1,0,0,1,
博,1,1,1,0,0,1,
单纯,1,1,1,0,0,1,
千万不要,1,1,1,0,0,1,
加倍,1,1,1,0,0,1,
化学,1,1,1,0,0,1,
匆忙,1,1,1,0,0,1,
分为,1,0,0,0,0,0,
兴趣爱好,1,1,1,0,0,1,
像是,1,0,0,0,0,0,
公考编,1,0,0,0,0,0,
党,1,1,1,0,0,1,
免,1,0,0,0,0,0,
充满热情,1,1,1,0,0,1,
出事,1,1,1,0,0,1,
冻,1,1,1,0,0,1,
冰天雪地,1,1,1,0,0,1,
冤有头债有主,1,0,0,0,0,0,
吝啬者,1,0,0,0,0,0,
向前走,1,1,1,0,0,1,
后天,1,1,1,0,0,1,
合拍,1,1,1,0,0,1,
各自安好,1,1,1,0,0,1,
吃药,1,1,1,0,0,1,
哪位,1,0,0,0,0,0,
何必,1,0,0,0,0,0,
哥们儿,1,1,1,0,0,1,
哒,1,1,1,0,0,1,
响,1,1,1,0,0,1,
咱妈,1,1,1,0,0,1,
周期性,1,0,0,0,0,0,
反反复复,1,1,1,0,0,1,
双向,1,1,1,0,0,1,
友友们,1,0,0,0,0,0,
又有多少,1,0,0,0,0,0,
原地,1,1,1,0,0,1,
厚望,1,1,1,0,0,1,
压死,1,1,1,0,0,1,
却是,1,0,0,0,0,0,
保重,1,1,1,0,0,1,
修复,1,1,1,0,0,1,
只不过,1,0,0,0,0,0,
口德,1,0,0,0,0,0,
变得,1,1,1,0,0,1,
寄予,1,1,1,0,0,1,
寝室,1,1,1,0,0,1,
推免,1,1,1,0,0,1,
捷径,1,1,1,0,0,1,
丢人,1,1,1,0,0,1,
挺近,1,1,1,0,0,1,
挺过,1,1,1,0,0,1,
指指点点,1,0,0,0,0,0,
教师编,1,1,1,0,0,1,
摧毁,1,1,1,0,0,1,
拿出,1,1,1,0,0,1,
所谓,1,1,1,0,0,1,
打预防针,1,1,1,0,0,1,
两类,1,0,0,0,0,0,
战斗,1,1,1,0,0,1,
中度,1,1,1,0,0,1,
承受,1,1,1,0,0,1,
担心,1,1,1,0,0,1,
折磨,1,1,1,0,0,1,
抑郁症,1,1,1,0,0,1,
技术,1,0,0,0,0,0,
敲定,1,1,1,0,0,1,
有效,1,0,0,0,0,0,
有利可图,1,0,0,0,0,0,
最短,1,0,0,0,0,0,
不求上进,1,1,1,0,0,1,
服药,1,1,1,0,0,1,
更有,1,0,0,0,0,0,
整整,1,1,1,0,0,1,
无限,1,1,1,0,0,1,
不错,1,0,0,0,0,0,
斗争,1,1,1,0,0,1,
我姐,1,1,1,0,0,1,
常驻,1,0,0,0,0,0,
帮助,1,0,0,0,0,0,
带给,1,1,1,0,0,1,
康复,1,1,1,0,0,1,
了  ,1,1,1,0,0,1,
开放,1,1,1,0,0,1,
就业,1,0,0,0,0,0,
小奶猫,1,1,1,0,0,1,
对于,1,0,0,0,0,0,
就会,1,1,1,0,0,1,
二战,1,1,1,0,0,1,
尸体,1,0,0,0,0,0,
待,1,1,1,0,0,1,
想法,1,1,1,0,0,1,
想想,1,0,0,0,0,0,
举手之劳,1,0,0,0,0,0,
意向,1,1,1,0,0,1,
中秋,1,0,0,0,0,0,
临床医学,1,1,1,0,0,1,
憨,1,0,0,0,0,0,
为谁,1,1,1,0,0,1,
感兴趣,1,0,0,0,0,0,
意志,1,1,1,0,0,1,
心境,1,1,1,0,0,1,
得知,1,1,1,0,0,1,
怡然自乐,1,1,1,0,0,1,
很小,1,1,1,0,0,1,
怎么样希望,1,0,0,0,0,0,
情感障碍,1,1,1,0,0,1,
