Words,All,Tree Hole,Wailing Wall,Unique Tree Hole,Unique Wailing Wall,Both,Difference
吸,1,1,0,1,0,0,100.0
听着,1,0,1,0,1,0,100.0
听到,1,0,1,0,1,0,100.0
吃不了,1,0,1,0,1,0,100.0
吃啥,1,1,0,1,0,0,100.0
冷酷,1,1,0,1,0,0,100.0
冻醒,1,1,0,1,0,0,100.0
净土,1,0,1,0,1,0,100.0
做什么,1,0,1,0,1,0,100.0
共同话题,1,0,1,0,1,0,100.0
共同语言,1,0,1,0,1,0,100.0
共鸣,1,0,1,0,1,0,100.0
傻子,1,1,0,1,0,0,100.0
关系,1,1,0,1,0,0,100.0
其他,1,1,0,1,0,0,100.0
公务员考试,1,1,0,1,0,0,100.0
出生,1,0,1,0,1,0,100.0
出错,1,1,0,1,0,0,100.0
做傻事,1,0,1,0,1,0,100.0
加班,1,1,0,1,0,0,100.0
动不动,1,1,0,1,0,0,100.0
动辄,1,1,0,1,0,0,100.0
劳动力,1,1,0,1,0,0,100.0
停下,1,0,1,0,1,0,100.0
劳累,1,0,1,0,1,0,100.0
做不完,1,1,0,1,0,0,100.0
勾拳,1,0,1,0,1,0,100.0
化,1,0,1,0,1,0,100.0
化学实验,1,1,0,1,0,0,100.0
偏见,1,1,0,1,0,0,100.0
北山,1,0,1,0,1,0,100.0
北门,1,1,0,1,0,0,100.0
区,1,0,1,0,1,0,100.0
医学生,1,0,1,0,1,0,100.0
十几岁,1,1,0,1,0,0,100.0
十方,1,0,1,0,1,0,100.0
升学,1,1,0,1,0,0,100.0
六年前,1,1,0,1,0,0,100.0
六年,1,0,1,0,1,0,100.0
六岁,1,1,0,1,0,0,100.0
公司,1,0,1,0,1,0,100.0
准时,1,1,0,1,0,0,100.0
凉了,1,0,1,0,1,0,100.0
凌晨,1,0,1,0,1,0,100.0
几,1,1,0,1,0,0,100.0
几乎,1,0,1,0,1,0,100.0
几句,1,0,1,0,1,0,100.0
几滴,1,0,1,0,1,0,100.0
做错,1,1,0,1,0,0,100.0
出发,1,0,1,0,1,0,100.0
出口,1,1,0,1,0,0,100.0
出头,1,1,0,1,0,0,100.0
养老,1,1,0,1,0,0,100.0
傲视,1,0,1,0,1,0,100.0
傻,1,1,0,1,0,0,100.0
其他人,1,0,1,0,1,0,100.0
光,1,0,1,0,1,0,100.0
克服,1,0,1,0,1,0,100.0
免费,1,0,1,0,1,0,100.0
入,1,1,0,1,0,0,100.0
入骨子里,1,0,1,0,1,0,100.0
全力,1,0,1,0,1,0,100.0
全国,1,0,1,0,1,0,100.0
全球,1,1,0,1,0,0,100.0
全职,1,0,1,0,1,0,100.0
全都,1,1,0,1,0,0,100.0
出差,1,0,1,0,1,0,100.0
全靠,1,0,1,0,1,0,100.0
孕肚里,1,0,1,0,1,0,100.0
今天早晨,1,1,0,1,0,0,100.0
学科竞赛,1,0,1,0,1,0,100.0
胡须,1,0,1,0,1,0,100.0
结果,1,0,1,0,1,0,100.0
结论,1,0,1,0,1,0,100.0
结课,1,1,0,1,0,0,100.0
绝对,1,1,0,1,0,0,100.0
继承,1,0,1,0,1,0,100.0
一瞬间,1,0,1,0,1,0,100.0
绳结,1,1,0,1,0,0,100.0
缅怀,1,0,1,0,1,0,100.0
缓过来,1,1,0,1,0,0,100.0
考核,1,1,0,1,0,0,100.0
送审,1,1,0,1,0,0,100.0
送外卖,1,0,1,0,1,0,100.0
进度,1,1,0,1,0,0,100.0
一张,1,0,1,0,1,0,100.0
一级,1,0,1,0,1,0,100.0
能做,1,0,1,0,1,0,100.0
一开始,1,1,0,1,0,0,100.0
能动楼,1,0,1,0,1,0,100.0
TM,1,1,0,1,0,0,100.0
这边,1,0,1,0,1,0,100.0
脑壳,1,1,0,1,0,0,100.0
脑电,1,1,0,1,0,0,100.0
脖子,1,1,0,1,0,0,100.0
脚步,1,0,1,0,1,0,100.0
脸庞,1,0,1,0,1,0,100.0
脸色,1,0,1,0,1,0,100.0
脾气,1,1,0,1,0,0,100.0
自在,1,0,1,0,1,0,100.0
透露,1,1,0,1,0,0,100.0
绑绑,1,1,0,1,0,0,100.0
兄弟,1,0,1,0,1,0,100.0
送给,1,1,0,1,0,0,100.0
JPG,1,0,1,0,1,0,100.0
选,1,0,1,0,1,0,100.0
罩,1,0,1,0,1,0,100.0
逃,1,1,0,1,0,0,100.0
罪人,1,0,1,0,1,0,100.0
美团,1,0,1,0,1,0,100.0
送花,1,0,1,0,1,0,100.0
网上,1,0,1,0,1,0,100.0
群星,1,0,1,0,1,0,100.0
老地标,1,0,1,0,1,0,100.0
老大,1,0,1,0,1,0,100.0
老天,1,0,1,0,1,0,100.0
老家,1,0,1,0,1,0,100.0
送来,1,0,1,0,1,0,100.0
经常,1,0,1,0,1,0,100.0
一段时间,1,1,0,1,0,0,100.0
一模一样,1,1,0,1,0,0,100.0
考不上,1,1,0,1,0,0,100.0
羽毛球,1,0,1,0,1,0,100.0
缠身,1,0,1,0,1,0,100.0
缜密,1,0,1,0,1,0,100.0
一言难尽,1,0,1,0,1,0,100.0
终将,1,0,1,0,1,0,100.0
终究,1,1,0,1,0,0,100.0
经,1,0,1,0,1,0,100.0
通宵,1,1,0,1,0,0,100.0
一行,1,0,1,0,1,0,100.0
逗一逗,1,0,1,0,1,0,100.0
一座,1,1,0,1,0,0,100.0
自愈,1,0,1,0,1,0,100.0
自我,1,1,0,1,0,0,100.0
一部分,1,1,0,1,0,0,100.0
稀烂,1,1,0,1,0,0,100.0
稀里糊涂,1,1,0,1,0,0,100.0
程度,1,0,1,0,1,0,100.0
稍微,1,0,1,0,1,0,100.0
那种,1,1,0,1,0,0,100.0
那点,1,0,1,0,1,0,100.0
空轨,1,0,1,0,1,0,100.0
一颗,1,1,0,1,0,0,100.0
突出,1,0,1,0,1,0,100.0
那条,1,1,0,1,0,0,100.0
窗,1,0,1,0,1,0,100.0
立刻,1,0,1,0,1,0,100.0
立马,1,1,0,1,0,0,100.0
那年,1,1,0,1,0,0,100.0
这辈子,1,0,1,0,1,0,100.0
站起来,1,0,1,0,1,0,100.0
竟然,1,1,0,1,0,0,100.0
笔,1,0,1,0,1,0,100.0
积累,1,0,1,0,1,0,100.0
躲起来,1,0,1,0,1,0,100.0
礼,1,0,1,0,1,0,100.0
礼物,1,0,1,0,1,0,100.0
三世,1,0,1,0,1,0,100.0
社会学,1,0,1,0,1,0,100.0
5个小时,1,0,1,0,1,0,100.0
三,1,0,1,0,1,0,100.0
万分之一,1,1,0,1,0,0,100.0
祝好,1,0,1,0,1,0,100.0
通知,1,0,1,0,1,0,100.0
纯,1,1,0,1,0,0,100.0
纯净,1,0,1,0,1,0,100.0
背景,1,0,1,0,1,0,100.0
一定能,1,0,1,0,1,0,100.0
自私,1,0,1,0,1,0,100.0
胡晶晶,1,0,1,0,1,0,100.0
通报,1,0,1,0,1,0,100.0
胖乎乎,1,0,1,0,1,0,100.0
进来,1,0,1,0,1,0,100.0
考评,1,1,0,1,0,0,100.0
PUA,1,1,0,1,0,0,100.0
退回,1,1,0,1,0,0,100.0
一旦,1,1,0,1,0,0,100.0
而且,1,1,0,1,0,0,100.0
而去,1,1,0,1,0,0,100.0
某只,1,0,1,0,1,0,100.0
而已,1,1,0,1,0,0,100.0
一日三餐,1,1,0,1,0,0,100.0
耐心,1,0,1,0,1,0,100.0
耶路撒冷,1,0,1,0,1,0,100.0
聊,1,0,1,0,1,0,100.0
一方面,1,1,0,1,0,0,100.0
一整天,1,0,1,0,1,0,100.0
联想,1,1,0,1,0,0,100.0
一捧,1,0,1,0,1,0,100.0
聪明,1,0,1,0,1,0,100.0
肚子里,1,0,1,0,1,0,100.0
进步,1,1,0,1,0,0,100.0
一所,1,1,0,1,0,0,100.0
背叛,1,1,0,1,0,0,100.0
网名,1,0,1,0,1,0,100.0
不重要,1,1,0,1,0,0,100.0
学费,1,1,0,1,0,0,100.0
商法,1,1,0,1,0,0,100.0
在哪,1,0,1,0,1,0,100.0
在场,1,0,1,0,1,0,100.0
在校,1,0,1,0,1,0,100.0
在职,1,1,0,1,0,0,100.0
估计,1,1,0,1,0,0,100.0
回忆起,1,1,0,1,0,0,100.0
回忆,1,1,0,1,0,0,100.0
住场,1,0,1,0,1,0,100.0
回头,1,1,0,1,0,0,100.0
哭着,1,1,0,1,0,0,100.0
唇亡齿寒,1,1,0,1,0,0,100.0
唯,1,1,0,1,0,0,100.0
唰,1,1,0,1,0,0,100.0
商量,1,0,1,0,1,0,100.0
圣彼得堡国立音乐学院,1,1,0,1,0,0,100.0
体系,1,1,0,1,0,0,100.0
善,1,0,1,0,1,0,100.0
体制里,1,1,0,1,0,0,100.0
喘不过气来,1,1,0,1,0,0,100.0
喜剧,1,0,1,0,1,0,100.0
喝水,1,1,0,1,0,0,100.0
伤痕累累,1,0,1,0,1,0,100.0
喝酸奶,1,0,1,0,1,0,100.0
喵喵,1,0,1,0,1,0,100.0
嗅到,1,0,1,0,1,0,100.0
嗨,1,0,1,0,1,0,100.0
噩梦,1,0,1,0,1,0,100.0
四个,1,0,1,0,1,0,100.0
在乎,1,0,1,0,1,0,100.0
伴,1,1,0,1,0,0,100.0
墨茶,1,0,1,0,1,0,100.0
回过头,1,1,0,1,0,0,100.0
什么时候,1,1,0,1,0,0,100.0
人际关系,1,0,1,0,1,0,100.0
安,1,0,1,0,1,0,100.0
安全感,1,1,0,1,0,0,100.0
安好,1,1,0,1,0,0,100.0
安安稳稳,1,1,0,1,0,0,100.0
安安静静,1,0,1,0,1,0,100.0
安心,1,0,1,0,1,0,100.0
学校里,1,0,1,0,1,0,100.0
天性,1,0,1,0,1,0,100.0
天天,1,0,1,0,1,0,100.0
天坑专业,1,1,0,1,0,0,100.0
住在,1,0,1,0,1,0,100.0
回馈,1,0,1,0,1,0,100.0
土豆,1,1,0,1,0,0,100.0
低谷期,1,0,1,0,1,0,100.0
因导学关系异化所引发的极端事件现状及建立针对性预防机制研究,1,1,0,1,0,0,100.0
因材施教,1,1,0,1,0,0,100.0
困,1,1,0,1,0,0,100.0
低级,1,1,0,1,0,0,100.0
围城,1,1,0,1,0,0,100.0
国,1,0,1,0,1,0,100.0
低沉,1,1,0,1,0,0,100.0
位子,1,0,1,0,1,0,100.0
国考,1,0,1,0,1,0,100.0
图片,1,0,1,0,1,0,100.0
圆满,1,0,1,0,1,0,100.0
圈,1,0,1,0,1,0,100.0
四五位,1,1,0,1,0,0,100.0
四天,1,1,0,1,0,0,100.0
四年,1,1,0,1,0,0,100.0
优秀不要,1,0,1,0,1,0,100.0
价值,1,0,1,0,1,0,100.0
件,1,0,1,0,1,0,100.0
天冷,1,0,1,0,1,0,100.0
大同小异,1,1,0,1,0,0,100.0
哭出来,1,1,0,1,0,0,100.0
外界,1,1,0,1,0,0,100.0
复杂,1,0,1,0,1,0,100.0
场景,1,0,1,0,1,0,100.0
坎,1,0,1,0,1,0,100.0
坐飞机,1,0,1,0,1,0,100.0
坠入,1,0,1,0,1,0,100.0
垃圾,1,1,0,1,0,0,100.0
城市,1,1,0,1,0,0,100.0
培养体系,1,1,0,1,0,0,100.0
四方,1,0,1,0,1,0,100.0
培养机制,1,1,0,1,0,0,100.0
基本,1,1,0,1,0,0,100.0
外,1,0,1,0,1,0,100.0
墙边,1,0,1,0,1,0,100.0
壁炉,1,0,1,0,1,0,100.0
声,1,0,1,0,1,0,100.0
声嘶力竭,1,0,1,0,1,0,100.0
声好,1,0,1,0,1,0,100.0
声音,1,0,1,0,1,0,100.0
处在,1,1,0,1,0,0,100.0
备受,1,1,0,1,0,0,100.0
备忘录,1,0,1,0,1,0,100.0
众筹,1,0,1,0,1,0,100.0
任务,1,1,0,1,0,0,100.0
大脑,1,0,1,0,1,0,100.0
大科学家,1,0,1,0,1,0,100.0
大概,1,0,1,0,1,0,100.0
四重,1,0,1,0,1,0,100.0
回去,1,1,0,1,0,0,100.0
回复,1,0,1,0,1,0,100.0
喵,1,0,1,0,1,0,100.0
伤心,1,1,0,1,0,0,100.0
地球,1,0,1,0,1,0,100.0
地铁,1,0,1,0,1,0,100.0
多久,1,1,0,1,0,0,100.0
多了去了,1,1,0,1,0,0,100.0
多好呀,1,0,1,0,1,0,100.0
多少,1,1,0,1,0,0,100.0
多少次,1,1,0,1,0,0,100.0
多想,1,0,1,0,1,0,100.0
多次,1,0,1,0,1,0,100.0
夜晚,1,0,1,0,1,0,100.0
够,1,1,0,1,0,0,100.0
大一,1,0,1,0,1,0,100.0
大三,1,0,1,0,1,0,100.0
企及,1,0,1,0,1,0,100.0
大专生,1,0,1,0,1,0,100.0
多一点,1,1,0,1,0,0,100.0
大号,1,0,1,0,1,0,100.0
大多数,1,0,1,0,1,0,100.0
份,1,1,0,1,0,0,100.0
大富大贵,1,0,1,0,1,0,100.0
任性,1,0,1,0,1,0,100.0
大度,1,0,1,0,1,0,100.0
橘,1,1,0,1,0,0,100.0
长,1,0,1,0,1,0,100.0
黄鹤楼,1,0,1,0,1,0,100.0
第一,4,2,4,0,2,2,100.0
坑,4,0,4,0,4,0,100.0
下雪,4,0,4,0,4,0,100.0
期间,1,0,1,0,1,0,100.0
不然,1,0,1,0,1,0,100.0
朝气,1,1,0,1,0,0,100.0
望,1,0,1,0,1,0,100.0
你好,4,0,4,0,4,0,100.0
服务期,1,1,0,1,0,0,100.0
你自己,4,3,0,3,0,0,100.0
不爱吃,1,0,1,0,1,0,100.0
各种,4,0,4,0,4,0,100.0
不甘,1,1,0,1,0,0,100.0
不要去,1,0,1,0,1,0,100.0
无拘无束,1,0,1,0,1,0,100.0
未经,1,0,1,0,1,0,100.0
看着,4,0,4,0,4,0,100.0
真正,4,3,0,3,0,0,100.0
化工,4,0,4,0,4,0,100.0
早,1,0,1,0,1,0,100.0
劝,4,1,4,0,3,1,100.0
刚刚,4,0,4,0,4,0,100.0
旧书,1,0,1,0,1,0,100.0
准备,4,0,4,0,4,0,100.0
高考,4,4,0,4,0,0,100.0
??,4,0,4,0,4,0,100.0
日语,1,0,1,0,1,0,100.0
日常,1,1,0,1,0,0,100.0
直接,4,4,0,4,0,0,100.0
未,1,1,0,1,0,0,100.0
来世,4,0,4,0,4,0,100.0
明信片,1,0,1,0,1,0,100.0
评论区,4,0,1,0,1,0,100.0
来说,1,0,1,0,1,0,100.0
来自,1,0,1,0,1,0,100.0
来信,1,0,1,0,1,0,100.0
来了,1,0,1,0,1,0,100.0
得到,4,0,4,0,4,0,100.0
解脱,4,0,4,0,4,0,100.0
不用,4,4,1,3,0,1,100.0
想你,4,0,4,0,4,0,100.0
来临,1,0,1,0,1,0,100.0
时间,4,0,3,0,3,0,100.0
抱抱,4,0,4,0,4,0,100.0
联系,4,0,4,0,4,0,100.0
聊聊,4,0,4,0,4,0,100.0
不曾,1,0,1,0,1,0,100.0
末位淘汰制,1,1,0,1,0,0,100.0
解决,4,4,0,4,0,0,100.0
来不及,1,0,1,0,1,0,100.0
条,1,0,1,0,1,0,100.0
许愿,4,0,4,0,4,0,100.0
李文亮,1,1,0,1,0,0,100.0
权利,1,1,0,1,0,0,100.0
机器人,1,1,0,1,0,0,100.0
机制,1,1,0,1,0,0,100.0
捐,4,0,4,0,4,0,100.0
本来,1,0,1,0,1,0,100.0
能力,4,2,0,2,0,0,100.0
本本分分,1,1,0,1,0,0,100.0
本人,1,1,0,1,0,0,100.0
日子,1,0,1,0,1,0,100.0
日,1,0,1,0,1,0,100.0
头,4,0,4,0,4,0,100.0
总是,5,0,5,0,5,0,100.0
不论什么,1,0,1,0,1,0,100.0
突然,5,5,3,2,0,3,100.0
暴雪,1,0,1,0,1,0,100.0
没有什么,5,0,5,0,5,0,100.0
相信,5,1,5,0,4,1,100.0
暂时,1,0,1,0,1,0,100.0
智齿,1,1,0,1,0,0,100.0
智商,1,0,1,0,1,0,100.0
关,5,5,0,5,0,0,100.0
景区,1,0,1,0,1,0,100.0
普通,1,1,0,1,0,0,100.0
优秀,5,0,5,0,5,0,100.0
晚霞,1,1,0,1,0,0,100.0
不该,1,1,0,1,0,0,100.0
既然,1,0,1,0,1,0,100.0
晚上12点,1,0,1,0,1,0,100.0
晚一点,1,0,1,0,1,0,100.0
晚,1,0,1,0,1,0,100.0
晒晒太阳,1,0,1,0,1,0,100.0
不赞同,1,0,1,0,1,0,100.0
不起,1,0,1,0,1,0,100.0
不辞而别,1,0,1,0,1,0,100.0
昨天晚上,1,0,1,0,1,0,100.0
昨天早上,1,0,1,0,1,0,100.0
不近人情,1,1,0,1,0,0,100.0
不远,1,0,1,0,1,0,100.0
明星,1,1,0,1,0,0,100.0
不适合,1,0,1,0,1,0,100.0
时刻,1,0,1,0,1,0,100.0
繁荣昌盛,5,0,5,0,5,0,100.0
充满,1,1,0,1,0,0,100.0
爸妈,5,4,0,4,0,0,100.0
无辜我,1,1,0,1,0,0,100.0
无比,1,1,0,1,0,0,100.0
无数次,1,0,1,0,1,0,100.0
无数个,1,0,1,0,1,0,100.0
不错好,1,0,1,0,1,0,100.0
不让,1,1,0,1,0,0,100.0
无忧无思,1,0,1,0,1,0,100.0
无形,1,0,1,0,1,0,100.0
没事,4,0,4,0,4,0,100.0
师姐,4,0,4,0,4,0,100.0
无尽,1,0,1,0,1,0,100.0
无奈,1,1,0,1,0,0,100.0
无助,1,0,1,0,1,0,100.0
没人,4,4,1,3,0,1,100.0
旅游,1,0,1,0,1,0,100.0
美好,4,0,4,0,4,0,100.0
继续,4,0,4,0,4,0,100.0
施加,1,1,0,1,0,0,100.0
新疆,1,0,1,0,1,0,100.0
遗书,4,2,4,0,2,2,100.0
新,1,1,0,1,0,0,100.0
遗憾,4,0,4,0,4,0,100.0
文科,1,0,1,0,1,0,100.0
专利,1,0,1,0,1,0,100.0
文凭,1,1,0,1,0,0,100.0
早上好,1,0,1,0,1,0,100.0
早安,1,0,1,0,1,0,100.0
不甘心,1,0,1,0,1,0,100.0
有能力,1,0,1,0,1,0,100.0
有罪,1,0,1,0,1,0,100.0
带你,3,0,3,0,3,0,100.0
每一个,3,0,3,0,3,0,100.0
披荆斩棘,1,0,1,0,1,0,100.0
披,1,0,1,0,1,0,100.0
报身,1,0,1,0,1,0,100.0
报,1,0,1,0,1,0,100.0
抛弃,1,1,0,1,0,0,100.0
抛开,1,1,0,1,0,0,100.0
有问题,3,3,0,3,0,0,100.0
抗压能力,1,1,0,1,0,0,100.0
课题,3,3,0,3,0,0,100.0
机会,3,0,3,0,3,0,100.0
帮,3,0,3,0,3,0,100.0
这么多,3,0,3,0,3,0,100.0
心,3,0,3,0,3,0,100.0
野猫,3,0,3,0,3,0,100.0
投缘,1,1,0,1,0,0,100.0
投,1,1,0,1,0,0,100.0
怎样,3,3,0,3,0,0,100.0
家,3,3,0,3,0,0,100.0
说什么,3,1,3,0,2,1,100.0
说法,3,0,2,0,2,0,100.0
两只,1,0,1,0,1,0,100.0
没有人,3,2,3,0,1,2,100.0
过不去,3,1,3,0,2,1,100.0
有没有,3,1,3,0,2,1,100.0
输了,3,0,3,0,3,0,100.0
轻生,3,2,0,2,0,0,100.0
转,3,3,0,3,0,0,100.0
抱怨,1,1,0,1,0,0,100.0
两句,1,1,0,1,0,0,100.0
抹抹,1,0,1,0,1,0,100.0
水,3,3,0,3,0,0,100.0
中心,1,0,1,0,1,0,100.0
界,1,0,1,0,1,0,100.0
我老公,1,1,0,1,0,0,100.0
方式,3,0,3,0,3,0,100.0
我爸爸,1,0,1,0,1,0,100.0
我爸,1,1,0,1,0,0,100.0
两篇,1,0,1,0,1,0,100.0
独自,3,3,0,3,0,0,100.0
我自己,3,3,1,2,0,1,100.0
我妈,3,3,2,1,0,2,100.0
是因为,3,3,0,3,0,0,100.0
两条,1,1,0,1,0,0,100.0
两张,1,1,0,1,0,0,100.0
拼,1,0,1,0,1,0,100.0
拴好生命的最后一根安全绳,1,1,0,1,0,0,100.0
那边,3,1,3,0,2,1,100.0
那样,3,3,1,2,0,1,100.0
那天,3,0,3,0,3,0,100.0
见到,3,0,2,0,2,0,100.0
结婚,3,3,1,2,0,1,100.0
结束,3,1,3,0,2,1,100.0
拥有,1,1,0,1,0,0,100.0
拜拜,1,0,1,0,1,0,100.0
拍,1,1,0,1,0,0,100.0
坐,3,0,3,0,3,0,100.0
拂过,1,0,1,0,1,0,100.0
有什么,3,3,2,1,0,2,100.0
跳舞,3,0,3,0,3,0,100.0
晚安,3,0,3,0,3,0,100.0
有种,1,0,1,0,1,0,100.0
国内,3,3,0,3,0,0,100.0
离,3,1,3,0,2,1,100.0
有形,1,0,1,0,1,0,100.0
搞,3,2,0,2,0,0,100.0
有多少,1,0,1,0,1,0,100.0
顺顺利利,3,0,3,0,3,0,100.0
有关部门,1,1,0,1,0,0,100.0
不管不问,1,1,0,1,0,0,100.0
困境,3,1,0,1,0,0,100.0
有事,1,0,1,0,1,0,100.0
不要放弃,1,1,0,1,0,0,100.0
疫情,3,1,3,0,2,1,100.0
男,3,1,3,0,2,1,100.0
有了,1,0,1,0,1,0,100.0
有主见,1,0,1,0,1,0,100.0
把控,1,1,0,1,0,0,100.0
月饼,1,0,1,0,1,0,100.0
月,1,1,0,1,0,0,100.0
阶段,3,3,0,3,0,0,100.0
最近上映,1,0,1,0,1,0,100.0
不经心,1,1,0,1,0,0,100.0
最终,1,0,1,0,1,0,100.0
最深,1,1,0,1,0,0,100.0
男生,3,0,3,0,3,0,100.0
最好的,1,1,0,1,0,0,100.0
打开,3,0,3,0,3,0,100.0
最好,1,1,0,1,0,0,100.0
不给,1,0,1,0,1,0,100.0
最不,1,1,0,1,0,0,100.0
有很多,1,1,0,1,0,0,100.0
支持,3,0,3,0,3,0,100.0
有所作为,1,0,1,0,1,0,100.0
不知不觉,1,1,0,1,0,0,100.0
站,3,0,2,0,2,0,100.0
指导,3,3,0,3,0,0,100.0
真是,3,0,3,0,3,0,100.0
真,3,3,0,3,0,0,100.0
拿,3,3,0,3,0,0,100.0
两年,1,0,1,0,1,0,100.0
承认,1,1,0,1,0,0,100.0
承受能力,1,1,0,1,0,0,100.0
叫做,3,2,3,0,1,2,100.0
苦,3,0,2,0,2,0,100.0
衣服,3,0,3,0,3,0,100.0
在那边,3,1,3,0,2,1,100.0
第一次,3,0,3,0,3,0,100.0
散散步,1,0,1,0,1,0,100.0
批,3,2,0,2,0,0,100.0
等,3,0,2,0,2,0,100.0
整天,1,1,0,1,0,0,100.0
打电话,3,3,1,2,0,1,100.0
不管是,1,1,0,1,0,0,100.0
勇气,3,3,1,2,0,1,100.0
有的人,1,1,0,1,0,0,100.0
有点用,1,1,0,1,0,0,100.0
?,3,0,3,0,3,0,100.0
再见,3,0,3,0,3,0,100.0
不看,1,0,1,0,1,0,100.0
有朝一日,1,0,1,0,1,0,100.0
几个,3,0,3,0,3,0,100.0
不逾矩,1,0,1,0,1,0,100.0
明争暗斗,1,1,0,1,0,0,100.0
源于,3,2,0,2,0,0,100.0
成都,1,1,0,1,0,0,100.0
情商,1,0,1,0,1,0,100.0
情况,1,0,1,0,1,0,100.0
悉,1,0,1,0,1,0,100.0
恩人,1,1,0,1,0,0,100.0
恩,1,0,1,0,1,0,100.0
么,1,0,1,0,1,0,100.0
总有,1,0,1,0,1,0,100.0
义无反顾,1,1,0,1,0,0,100.0
总会,1,0,1,0,1,0,100.0
想起你,1,0,1,0,1,0,100.0
愉快,1,1,0,1,0,0,100.0
主人,1,0,1,0,1,0,100.0
我们大家,1,0,1,0,1,0,100.0
丰富,1,1,0,1,0,0,100.0
惊讶,1,0,1,0,1,0,100.0
成天,1,0,1,0,1,0,100.0
成分,1,1,0,1,0,0,100.0
为人,1,1,0,1,0,0,100.0
懒政,1,0,1,0,1,0,100.0
懂得,1,1,0,1,0,0,100.0
懂事,1,0,1,0,1,0,100.0
憧憬,1,0,1,0,1,0,100.0
慢慢变好,1,1,0,1,0,0,100.0
慢,1,0,1,0,1,0,100.0
愿意,1,0,1,0,1,0,100.0
为啥,1,1,0,1,0,0,100.0
感情,1,1,0,1,0,0,100.0
为难,1,0,1,0,1,0,100.0
    ,1,0,1,0,1,0,100.0
久评论,1,0,1,0,1,0,100.0
昌盛,1,0,1,0,1,0,100.0
买房,1,1,0,1,0,0,100.0
山,1,0,1,0,1,0,100.0
属于,1,1,0,1,0,0,100.0
屏幕,1,1,0,1,0,0,100.0
届,1,1,0,1,0,0,100.0
居,1,1,0,1,0,0,100.0
开,9,1,9,0,8,1,100.0
屁,1,0,1,0,1,0,100.0
尽快,1,1,0,1,0,0,100.0
尽力,1,0,1,0,1,0,100.0
尺度,1,1,0,1,0,0,100.0
就这样,1,1,0,1,0,0,100.0
就算,1,1,0,1,0,0,100.0
互相,1,0,1,0,1,0,100.0
我俩,1,0,1,0,1,0,100.0
久,1,0,1,0,1,0,100.0
乃至,1,1,0,1,0,0,100.0
想象,1,0,1,0,1,0,100.0
主动,1,1,0,1,0,0,100.0
主编,1,1,0,1,0,0,100.0
丽江,1,1,0,1,0,0,100.0
想看,1,0,1,0,1,0,100.0
想念,1,0,1,0,1,0,100.0
想必,1,0,1,0,1,0,100.0
想开,1,0,1,0,1,0,100.0
举例子,1,1,0,1,0,0,100.0
想不起来,1,1,0,1,0,0,100.0
想不到,1,1,0,1,0,0,100.0
性格,1,1,0,1,0,0,100.0
主,1,0,1,0,1,0,100.0
感冒,1,1,0,1,0,0,100.0
意见,1,1,0,1,0,0,100.0
忘记,1,1,0,1,0,0,100.0
心意,1,0,1,0,1,0,100.0
心无波澜,1,1,0,1,0,0,100.0
思维,1,0,1,0,1,0,100.0
之时,1,1,0,1,0,0,100.0
怎么样,1,0,1,0,1,0,100.0
怎么做,1,0,1,0,1,0,100.0
之类前面,1,0,1,0,1,0,100.0
怀疑,1,0,1,0,1,0,100.0
怀孕,1,0,1,0,1,0,100.0
忽然,1,0,1,0,1,0,100.0
之间,1,1,0,1,0,0,100.0
忙碌,1,1,0,1,0,0,100.0
忙,1,0,1,0,1,0,100.0
忘了,1,0,1,0,1,0,100.0
意思,1,0,1,0,1,0,100.0
忍着,1,1,0,1,0,0,100.0
必须,1,0,1,0,1,0,100.0
必要,1,1,0,1,0,0,100.0
乖乖,1,1,0,1,0,0,100.0
心痛,1,0,1,0,1,0,100.0
心疼,1,0,1,0,1,0,100.0
心理素质差,1,1,0,1,0,0,100.0
心理素质,1,1,0,1,0,0,100.0
心理承受能力,1,0,1,0,1,0,100.0
心理咨询室,1,1,0,1,0,0,100.0
心理咨询,1,1,0,1,0,0,100.0
心理医生,1,1,0,1,0,0,100.0
乖巧,1,0,1,0,1,0,100.0
心想事成,1,0,1,0,1,0,100.0
心情不好,1,1,0,1,0,0,100.0
很冷,1,0,1,0,1,0,100.0
书记,1,1,0,1,0,0,100.0
意念,1,1,0,1,0,0,100.0
之外,1,0,1,0,1,0,100.0
急救  ,1,0,1,0,1,0,100.0
很不错,1,1,0,1,0,0,100.0
得不到,1,1,0,1,0,0,100.0
心思,1,0,1,0,1,0,100.0
心态崩塌,1,1,0,1,0,0,100.0
心底里,1,0,1,0,1,0,100.0
心安理得,1,0,1,0,1,0,100.0
心仪,1,0,1,0,1,0,100.0
也可,1,0,1,0,1,0,100.0
微纳,1,1,0,1,0,0,100.0
微微,1,0,1,0,1,0,100.0
也可以,1,0,1,0,1,0,100.0
微不足道,1,1,0,1,0,0,100.0
得出,1,0,1,0,1,0,100.0
很难,1,1,0,1,0,0,100.0
很长,1,1,0,1,0,0,100.0
很爱,1,0,1,0,1,0,100.0
很早,1,0,1,0,1,0,100.0
也罢,1,1,0,1,0,0,100.0
很快,1,0,1,0,1,0,100.0
很少,1,0,1,0,1,0,100.0
很容易,1,1,0,1,0,0,100.0
也该,1,0,1,0,1,0,100.0
乡,1,0,1,0,1,0,100.0
很多事,1,1,0,1,0,0,100.0
岗位,1,1,0,1,0,0,100.0
