Words,All,Tree Hole,Wailing Wall,Unique Tree Hole,Unique Wailing Wall,Both
比,2,0,2,0,2,0
—,2,0,2,0,2,0
°,2,0,2,0,2,0
各种,2,2,0,2,0,0
荆棘,2,0,2,0,2,0
每年,2,0,2,0,2,0
每天,2,1,1,1,1,0
每个人,2,0,2,0,2,0
无限,2,0,2,0,2,0
日出,2,0,2,0,2,0
可能性,2,0,1,0,1,0
每一次,2,0,2,0,2,0
可惜,2,1,1,1,1,0
入,2,0,1,0,1,0
日记,2,0,2,0,2,0
身上,2,2,1,1,0,1
每一个,2,2,0,2,0,0
残忍,2,2,0,2,0,0
跳舞,2,0,2,0,2,0
森,2,0,2,0,2,0
警方,2,0,0,0,0,0
计划,2,1,1,1,1,0
认为,2,0,2,0,2,0
包围,2,0,2,0,2,0
走进,2,0,2,0,2,0
勇敢,2,0,2,0,2,0
有了,2,0,1,0,1,0
?,2,0,2,0,2,0
加油,2,0,2,0,2,0
束,2,0,2,0,2,0
有啥,2,1,0,1,0,0
机会,2,0,2,0,2,0
谢谢,2,0,2,0,2,0
有效,2,1,0,1,0,0
有没有,2,1,1,1,1,0
责任,2,0,2,0,2,0
创作,2,0,2,0,2,0
几岁,2,1,1,1,1,0
刘学洲,2,0,2,0,2,0
贵阳,2,0,2,0,2,0
出路,2,2,0,2,0,0
赋予,2,1,1,1,1,0
期待,2,0,2,0,2,0
出事,2,0,2,0,2,0
说起来,2,1,1,1,1,0
来生,2,0,2,0,2,0
冷,2,0,2,0,2,0
替,2,0,2,0,2,0
压抑,2,2,1,1,0,1
梦,2,1,2,0,1,1
根本,2,2,0,2,0,0
起码,2,0,2,0,2,0
即使,2,0,2,0,2,0
起来,2,1,1,1,1,0
讲,2,2,2,0,0,2
曾经,2,0,2,0,2,0
讽刺,2,1,1,1,1,0
农历生日,2,0,2,0,2,0
来说,2,1,1,1,1,0
树林,2,0,0,0,0,0
黑暗,2,0,2,0,2,0
树,2,0,1,0,1,0
千万不要,2,0,2,0,2,0
最后一次,2,1,1,1,1,0
决绝,2,0,2,0,2,0
说不定,2,0,1,0,1,0
说什么,2,0,1,0,1,0
北京,2,0,2,0,2,0
无法,2,2,1,1,0,1
还要,2,1,1,1,1,0
●,2,0,2,0,2,0
没有办法,2,0,2,0,2,0
没有了,2,1,1,1,1,0
没想到,2,0,1,0,1,0
胖,2,1,1,1,1,0
救赎,2,0,1,0,1,0
唤醒,2,1,1,1,1,0
胎,2,0,2,0,2,0
撑,2,1,1,1,1,0
放,2,0,1,0,1,0
风格,2,0,2,0,2,0
停止,2,0,2,0,2,0
方面,2,0,1,0,1,0
哥们,2,0,2,0,2,0
??,2,0,0,0,0,0
周遭,2,2,0,2,0,0
边,2,0,2,0,2,0
吵架,2,0,2,0,2,0
颤抖,2,2,2,0,0,2
轮回,2,1,1,1,1,0
喔,2,0,2,0,2,0
偷偷,2,0,2,0,2,0
在于,2,2,0,2,0,0
治疗,2,2,0,2,0,0
没钱,2,2,0,2,0,0
信息,2,0,0,0,0,0
一只,2,1,1,1,1,0
收到,2,1,2,0,1,1
肯定,2,1,1,1,1,0
默默,1,1,0,1,0,0
顺顺利利,1,1,0,1,0,0
特别,1,0,1,0,1,0
狗,1,0,1,0,1,0
特立独行,1,1,0,1,0,0
来得及,1,1,0,1,0,0
物质,1,1,0,1,0,0
没见过,1,0,1,0,1,0
狠,1,0,1,0,1,0
默想,1,1,0,1,0,0
顾及,1,1,1,0,0,1
牛肉,1,0,1,0,1,0
牛肉粉,1,0,1,0,1,0
民大,1,1,0,1,0,0
重视,1,0,1,0,1,0
没有错,1,0,1,0,1,0
爱过,1,1,0,1,0,0
校园暴力,1,0,1,0,1,0
海平面,1,0,1,0,1,0
爱情,1,1,0,1,0,0
爱意,1,0,1,0,1,0
树洞,1,0,1,0,1,0
没有做错,1,0,1,0,1,0
海域,1,0,0,0,0,0
预判,1,0,0,0,0,0
银杏黄,1,1,0,1,0,0
黄昏,1,1,1,0,0,1
片子,1,0,1,0,1,0
没有用,1,1,0,1,0,0
钱,1,1,0,1,0,0
查到,1,0,0,0,0,0
重返,1,1,0,1,0,0
查,1,0,1,0,1,0
爸爸妈妈,1,0,1,0,1,0
某一天,1,1,0,1,0,0
浪漫主义,1,1,0,1,0,0
极乐,1,0,1,0,1,0
独居青年,1,1,1,0,0,1
独自,1,0,1,0,1,0
独特,1,0,1,0,1,0
班上,1,0,1,0,1,0
派出所,1,0,0,0,0,0
采风,1,0,1,0,1,0
现金,1,0,0,0,0,0
?,1,1,0,1,0,0
班,1,0,1,0,1,0
朱家尖,1,0,0,0,0,0
注定,1,1,0,1,0,0
本质,1,1,0,1,0,0
醒来,1,1,0,1,0,0
